Time (ps),RMSD (nm)
49650.0, 0.429214
49660.0, 0.4556049
49670.0, 0.4730064
49680.0, 0.4488062
49690.0, 0.5103974
49700.0, 0.5235712
49710.0, 0.5413542
49720.0, 0.5445792
49730.0, 0.5039244
49740.0, 0.4910818
49750.0, 0.4729452
49760.0, 0.4978655
49770.0, 0.5211989
49780.0, 0.5355699
49790.0, 0.5297213
49800.0, 0.5410659
49810.0, 0.5204026
49820.0, 0.4930422
49830.0, 0.5326597
49840.0, 0.5504035
49850.0, 0.5536487
49860.0, 0.5646597
49870.0, 0.571235
49880.0, 0.5651508
49890.0, 0.593811
49900.0, 0.6178838
49910.0, 0.6201148
49920.0, 0.6004677
49930.0, 0.5890235
49940.0, 0.5473889
49950.0, 0.5488889
49960.0, 0.5470967
49970.0, 0.547981
49980.0, 0.5758414
49990.0, 0.561394
50000.0, 0.5595789
50010.0, 0.5914534
50020.0, 0.5887007
50030.0, 0.5768549
50040.0, 0.5836383
50050.0, 0.5655417
50060.0, 0.5554116
50070.0, 0.5249717
50080.0, 0.5172479
50090.0, 0.4933138
50100.0, 0.5420616
50110.0, 0.5298791
50120.0, 0.4958813
50130.0, 0.4705504
50140.0, 0.5073726
50150.0, 0.5096163
50160.0, 0.5275076
50170.0, 0.560181
50180.0, 0.590125
50190.0, 0.575267
50200.0, 0.5623574
50210.0, 0.5436711
50220.0, 0.5030795
50230.0, 0.5065367
50240.0, 0.5007957
50250.0, 0.4698621
50260.0, 0.4530092
50270.0, 0.4726597
50280.0, 0.4391316
50290.0, 0.4496797
50300.0, 0.4938814
50310.0, 0.4989425
50320.0, 0.4913124
50330.0, 0.4748067
50340.0, 0.4800656
50350.0, 0.4679956
50360.0, 0.4476445
50370.0, 0.439767
50380.0, 0.4345658
50390.0, 0.4187944
50400.0, 0.4371251
50410.0, 0.4468281
50420.0, 0.4344451
50430.0, 0.450662
50440.0, 0.4228141
50450.0, 0.4332325
50460.0, 0.4429855
50470.0, 0.4523509
50480.0, 0.4477946
50490.0, 0.4104037
50500.0, 0.4054529
50510.0, 0.3869424
50520.0, 0.4089395
50530.0, 0.4332586
50540.0, 0.4455785
50550.0, 0.4483493
50560.0, 0.434038
50570.0, 0.4489745
50580.0, 0.461662
50590.0, 0.4973095
50600.0, 0.4782236
50610.0, 0.4815627
50620.0, 0.486173
50630.0, 0.481045
50640.0, 0.4758618
50650.0, 0.4786139
50660.0, 0.461729
50670.0, 0.5151138
50680.0, 0.5279182
50690.0, 0.51944
50700.0, 0.5337397
50710.0, 0.508765
50720.0, 0.5322303
50730.0, 0.5192474
50740.0, 0.4826419
50750.0, 0.4850593
50760.0, 0.5195013
50770.0, 0.501749
50780.0, 0.4551851
50790.0, 0.4603636
50800.0, 0.4862942
50810.0, 0.5252326
50820.0, 0.5342965
50830.0, 0.5290281
50840.0, 0.4998907
50850.0, 0.4945453
50860.0, 0.4935212
50870.0, 0.4600077
50880.0, 0.4443459
50890.0, 0.4457069
50900.0, 0.4639444
50910.0, 0.4926824
50920.0, 0.5232081
50930.0, 0.4866287
50940.0, 0.4665133
50950.0, 0.506969
50960.0, 0.5221313
50970.0, 0.5465406
50980.0, 0.5594376
50990.0, 0.5718135
51000.0, 0.5505268
51010.0, 0.5385416
51020.0, 0.5150182
51030.0, 0.4565446
51040.0, 0.4883438
51050.0, 0.510763
51060.0, 0.5011318
51070.0, 0.5047767
51080.0, 0.5081539
51090.0, 0.4820398
51100.0, 0.5144314
51110.0, 0.4944917
51120.0, 0.4779024
51130.0, 0.4840647
51140.0, 0.4691421
51150.0, 0.4589296
51160.0, 0.4494772
51170.0, 0.4355318
51180.0, 0.4542637
51190.0, 0.4733787
51200.0, 0.4579928
51210.0, 0.4651502
51220.0, 0.4696803
51230.0, 0.4730115
51240.0, 0.5268052
51250.0, 0.4905812
51260.0, 0.4648108
51270.0, 0.4454879
51280.0, 0.4688561
51290.0, 0.4971369
51300.0, 0.5007449
51310.0, 0.4931254
51320.0, 0.4486844
51330.0, 0.4757276
51340.0, 0.4962367
51350.0, 0.4873546
51360.0, 0.5186585
51370.0, 0.5084167
51380.0, 0.4923695
51390.0, 0.4995743
51400.0, 0.4759705
51410.0, 0.4726474
51420.0, 0.4913834
51430.0, 0.5104022
51440.0, 0.5282954
51450.0, 0.5103443
51460.0, 0.5280841
51470.0, 0.5334647
51480.0, 0.5144277
51490.0, 0.5032608
51500.0, 0.4938365
51510.0, 0.5032212
51520.0, 0.46837
51530.0, 0.4672364
51540.0, 0.4956634
51550.0, 0.482632
51560.0, 0.4741108
51570.0, 0.4877325
51580.0, 0.4763939
51590.0, 0.4729366
51600.0, 0.4949199
51610.0, 0.4759096
51620.0, 0.4476759
51630.0, 0.4390382
51640.0, 0.4243728
51650.0, 0.3990589
51660.0, 0.4312937
51670.0, 0.4213273
51680.0, 0.4114458
51690.0, 0.429848
51700.0, 0.4229466
51710.0, 0.4475816
51720.0, 0.4810505
51730.0, 0.4858185
51740.0, 0.4803039
51750.0, 0.4982477
51760.0, 0.5317107
51770.0, 0.5656772
51780.0, 0.5514348
51790.0, 0.5665727
51800.0, 0.5889184
51810.0, 0.5908133
51820.0, 0.5787371
51830.0, 0.5538163
51840.0, 0.5436987
51850.0, 0.5411813
51860.0, 0.5574996
51870.0, 0.5305089
51880.0, 0.5133899
51890.0, 0.5324067
51900.0, 0.5136488
51910.0, 0.5321308
51920.0, 0.4992124
51930.0, 0.5289335
51940.0, 0.5175219
51950.0, 0.5115091
51960.0, 0.4813926
51970.0, 0.4742907
51980.0, 0.4745536
51990.0, 0.4585055
52000.0, 0.4748476
52010.0, 0.4646074
52020.0, 0.4457481
52030.0, 0.4362222
52040.0, 0.4659379
52050.0, 0.4586309
52060.0, 0.4685928
52070.0, 0.4661938
52080.0, 0.4519873
52090.0, 0.4584872
52100.0, 0.4672731
52110.0, 0.4576719
52120.0, 0.4653349
52130.0, 0.4442945
52140.0, 0.4670886
52150.0, 0.4800523
52160.0, 0.4986439
52170.0, 0.5403423
52180.0, 0.5238165
52190.0, 0.5344905
52200.0, 0.5147462
52210.0, 0.5262679
52220.0, 0.4900448
52230.0, 0.5146205
52240.0, 0.4986231
52250.0, 0.5313964
52260.0, 0.5046347
52270.0, 0.5024633
52280.0, 0.5038425
52290.0, 0.4777843
52300.0, 0.5176036
52310.0, 0.5381141
52320.0, 0.5451875
52330.0, 0.5252335
52340.0, 0.5280971
52350.0, 0.5205193
52360.0, 0.5425591
52370.0, 0.5451957
52380.0, 0.5488099
52390.0, 0.5110922
52400.0, 0.4982288
52410.0, 0.5056614
52420.0, 0.523498
52430.0, 0.5219972
52440.0, 0.5038745
52450.0, 0.4538303
52460.0, 0.423177
52470.0, 0.445093
52480.0, 0.472722
52490.0, 0.501545
52500.0, 0.4979457
52510.0, 0.5238836
52520.0, 0.5157683
52530.0, 0.4786157
52540.0, 0.4975223
52550.0, 0.4929211
52560.0, 0.5083105
52570.0, 0.5366037
52580.0, 0.5090541
52590.0, 0.5032723
52600.0, 0.4857494
52610.0, 0.4668052
52620.0, 0.4664909
52630.0, 0.5045841
52640.0, 0.5075939
52650.0, 0.4991396
52660.0, 0.5004979
52670.0, 0.5051636
52680.0, 0.4713039
52690.0, 0.4464682
52700.0, 0.4742178
52710.0, 0.4894147
52720.0, 0.5246038
52730.0, 0.5303227
52740.0, 0.518603
52750.0, 0.4808811
52760.0, 0.5011843
52770.0, 0.5196393
52780.0, 0.5336472
52790.0, 0.5215852
52800.0, 0.5191425
52810.0, 0.5232368
52820.0, 0.5454531
52830.0, 0.5482725
52840.0, 0.5609016
52850.0, 0.5732526
52860.0, 0.5664153
52870.0, 0.5514958
52880.0, 0.555051
52890.0, 0.5549034
52900.0, 0.5755516
52910.0, 0.5651632
52920.0, 0.5536131
52930.0, 0.5542579
52940.0, 0.5878415
52950.0, 0.6034606
52960.0, 0.5697464
52970.0, 0.5381394
52980.0, 0.5529077
52990.0, 0.5995477
53000.0, 0.6073086
53010.0, 0.5721835
53020.0, 0.5437405
53030.0, 0.5551155
53040.0, 0.5623566
53050.0, 0.5582461
53060.0, 0.5450774
53070.0, 0.5540828
53080.0, 0.569061
53090.0, 0.5967012
53100.0, 0.6033295
53110.0, 0.5698278
53120.0, 0.5918064
53130.0, 0.6369197
53140.0, 0.5964738
53150.0, 0.5786978
53160.0, 0.6036105
53170.0, 0.6019832
53180.0, 0.5969387
53190.0, 0.6129692
53200.0, 0.5924463
53210.0, 0.592074
53220.0, 0.585946
53230.0, 0.6044472
53240.0, 0.5961229
53250.0, 0.5936577
53260.0, 0.6164489
53270.0, 0.5958017
53280.0, 0.5933398
53290.0, 0.6185848
53300.0, 0.5995831
53310.0, 0.565712
53320.0, 0.566651
53330.0, 0.5759404
53340.0, 0.590663
53350.0, 0.5976987
53360.0, 0.6041821
53370.0, 0.6117327
53380.0, 0.6169795
53390.0, 0.626265
53400.0, 0.623236
53410.0, 0.6241883
53420.0, 0.6195903
53430.0, 0.6010863
53440.0, 0.6056207
53450.0, 0.5985283
53460.0, 0.5714789
53470.0, 0.5614913
53480.0, 0.5569491
53490.0, 0.5457375
53500.0, 0.5474183
53510.0, 0.5577204
53520.0, 0.5521533
53530.0, 0.5299582
53540.0, 0.518803
53550.0, 0.5388391
53560.0, 0.5085769
53570.0, 0.4948829
53580.0, 0.480966
53590.0, 0.5266627
53600.0, 0.5260838
53610.0, 0.4960803
53620.0, 0.485807
53630.0, 0.5006769
53640.0, 0.4885142
53650.0, 0.5058321
53660.0, 0.5367923
53670.0, 0.5028059
53680.0, 0.5305402
53690.0, 0.5108638
53700.0, 0.5075136
53710.0, 0.5314195
53720.0, 0.5497268
53730.0, 0.5243625
53740.0, 0.54976
53750.0, 0.5674265
53760.0, 0.5487437
53770.0, 0.523034
53780.0, 0.497283
53790.0, 0.5142568
53800.0, 0.5325335
53810.0, 0.5796864
53820.0, 0.588904
53830.0, 0.5690317
53840.0, 0.5462157
53850.0, 0.5365599
53860.0, 0.5125882
53870.0, 0.5094712
53880.0, 0.4917532
53890.0, 0.4817104
53900.0, 0.4839876
53910.0, 0.5328032
53920.0, 0.5261063
53930.0, 0.5351745
53940.0, 0.5309054
53950.0, 0.5184007
53960.0, 0.5348587
53970.0, 0.5524511
53980.0, 0.5574874
53990.0, 0.5547094
54000.0, 0.5702428
54010.0, 0.5957066
54020.0, 0.6090675
54030.0, 0.5788823
54040.0, 0.584703
54050.0, 0.5955455
54060.0, 0.5993197
54070.0, 0.5900595
54080.0, 0.5593767
54090.0, 0.5884825
54100.0, 0.5978925
54110.0, 0.5973716
54120.0, 0.5819758
54130.0, 0.539531
54140.0, 0.5531174
54150.0, 0.554256
54160.0, 0.5948997
54170.0, 0.5908806
54180.0, 0.5628246
54190.0, 0.5672014
54200.0, 0.5541509
54210.0, 0.5863798
54220.0, 0.5967107
54230.0, 0.5892809
54240.0, 0.5928323
54250.0, 0.6001933
54260.0, 0.5840551
54270.0, 0.5776317
54280.0, 0.5953948
54290.0, 0.5934389
54300.0, 0.5867926
54310.0, 0.5367832
54320.0, 0.5548285
54330.0, 0.5535002
54340.0, 0.5463581
54350.0, 0.5696394
54360.0, 0.5722675
54370.0, 0.5657132
54380.0, 0.5610124
54390.0, 0.5238987
54400.0, 0.5307485
54410.0, 0.5000641
54420.0, 0.53729
54430.0, 0.529704
54440.0, 0.5402569
54450.0, 0.5460815
54460.0, 0.564096
54470.0, 0.5659423
54480.0, 0.5645439
54490.0, 0.5698185
54500.0, 0.5813801
54510.0, 0.5823415
54520.0, 0.5601019
54530.0, 0.5792513
54540.0, 0.5790085
54550.0, 0.5989043
54560.0, 0.6097994
54570.0, 0.6295335
54580.0, 0.6131173
54590.0, 0.629908
54600.0, 0.6204019
54610.0, 0.581502
54620.0, 0.5838248
54630.0, 0.6212711
54640.0, 0.6083183
54650.0, 0.5959265
54660.0, 0.610184
54670.0, 0.6369423
54680.0, 0.6358594
54690.0, 0.6312427
54700.0, 0.6443466
54710.0, 0.6386248
54720.0, 0.6293203
54730.0, 0.5845102
54740.0, 0.5698688
54750.0, 0.5912813
54760.0, 0.5603253
54770.0, 0.5594733
54780.0, 0.5159271
54790.0, 0.5085362
54800.0, 0.4989278
54810.0, 0.4818705
54820.0, 0.4993314
54830.0, 0.4600373
54840.0, 0.4512328
54850.0, 0.4711912
54860.0, 0.4692282
54870.0, 0.4807198
54880.0, 0.5031462
54890.0, 0.5219136
54900.0, 0.5204344
54910.0, 0.542096
54920.0, 0.5649441
54930.0, 0.5667275
54940.0, 0.593291
54950.0, 0.5753593
54960.0, 0.5744467
54970.0, 0.5571545
54980.0, 0.5545096
54990.0, 0.5571113
55000.0, 0.5439582
55010.0, 0.5454702
55020.0, 0.5014528
55030.0, 0.5201096
55040.0, 0.5322904
55050.0, 0.5261821
55060.0, 0.5347195
55070.0, 0.5546094
55080.0, 0.5607086
55090.0, 0.5146422
55100.0, 0.5278627
55110.0, 0.5110356
55120.0, 0.5239521
55130.0, 0.4889744
55140.0, 0.522867
55150.0, 0.5541003
55160.0, 0.5629766
55170.0, 0.5667852
55180.0, 0.5910498
55190.0, 0.5965313
55200.0, 0.6057366
55210.0, 0.5740694
55220.0, 0.5510082
55230.0, 0.5607638
55240.0, 0.5550866
55250.0, 0.5872843
55260.0, 0.6008692
55270.0, 0.5806221
55280.0, 0.5659101
55290.0, 0.5873024
55300.0, 0.5948668
55310.0, 0.5668728
55320.0, 0.5483591
55330.0, 0.5954226
55340.0, 0.5962631
55350.0, 0.5648475
55360.0, 0.5453646
55370.0, 0.556262
55380.0, 0.5328669
55390.0, 0.4837139
55400.0, 0.4835794
55410.0, 0.4799899
55420.0, 0.5028899
55430.0, 0.4868741
55440.0, 0.5128397
55450.0, 0.510024
55460.0, 0.5051651
55470.0, 0.512354
55480.0, 0.534765
55490.0, 0.537759
55500.0, 0.5356447
55510.0, 0.5668154
55520.0, 0.5806539
55530.0, 0.5255783
55540.0, 0.5427876
55550.0, 0.5995645
55560.0, 0.5738805
55570.0, 0.5637988
55580.0, 0.5777425
55590.0, 0.5964985
55600.0, 0.5843234
55610.0, 0.5695201
55620.0, 0.5537519
55630.0, 0.5430273
55640.0, 0.5303224
55650.0, 0.5247957
55660.0, 0.5237387
55670.0, 0.510412
55680.0, 0.5044042
55690.0, 0.5070214
55700.0, 0.5146181
55710.0, 0.5203955
55720.0, 0.5079585
55730.0, 0.5073851
55740.0, 0.4832166
55750.0, 0.4699578
55760.0, 0.5083253
55770.0, 0.5114807
55780.0, 0.5169402
55790.0, 0.5076297
55800.0, 0.520346
55810.0, 0.5046188
55820.0, 0.4667618
55830.0, 0.4767847
55840.0, 0.4802338
55850.0, 0.4979325
55860.0, 0.5115598
55870.0, 0.5229623
55880.0, 0.5102075
55890.0, 0.5040043
55900.0, 0.5183436
55910.0, 0.5328836
55920.0, 0.5719733
55930.0, 0.5661053
55940.0, 0.5473886
55950.0, 0.519129
55960.0, 0.5332909
55970.0, 0.5420423
55980.0, 0.5506766
55990.0, 0.5964814
56000.0, 0.5970654
56010.0, 0.5688536
56020.0, 0.5684818
56030.0, 0.5769102
56040.0, 0.5315456
56050.0, 0.5432854
56060.0, 0.5200046
56070.0, 0.5118122
56080.0, 0.4736992
56090.0, 0.4927453
56100.0, 0.5047483
56110.0, 0.5159884
56120.0, 0.497904
56130.0, 0.4920167
56140.0, 0.5328095
56150.0, 0.5222083
56160.0, 0.4894441
56170.0, 0.5153834
56180.0, 0.4871857
56190.0, 0.5254352
56200.0, 0.5442256
56210.0, 0.5258339
56220.0, 0.5536942
56230.0, 0.5201126
56240.0, 0.5123101
56250.0, 0.526688
56260.0, 0.5229398
56270.0, 0.5295747
56280.0, 0.5287836
56290.0, 0.500064
56300.0, 0.5101085
56310.0, 0.5044726
56320.0, 0.529588
56330.0, 0.5019195
56340.0, 0.5334932
56350.0, 0.5366673
56360.0, 0.5170482
56370.0, 0.5249645
56380.0, 0.532073
56390.0, 0.5516164
56400.0, 0.5624579
56410.0, 0.5547215
56420.0, 0.5395364
56430.0, 0.5782545
56440.0, 0.5301641
56450.0, 0.5328794
56460.0, 0.5221658
56470.0, 0.5358488
56480.0, 0.5280907
56490.0, 0.5092286
56500.0, 0.5143533
56510.0, 0.498667
56520.0, 0.4898843
56530.0, 0.4688298
56540.0, 0.4574539
56550.0, 0.4514949
56560.0, 0.4701231
56570.0, 0.4925171
56580.0, 0.5077844
56590.0, 0.5079552
56600.0, 0.5182101
56610.0, 0.4937383
56620.0, 0.5153566
56630.0, 0.4998987
56640.0, 0.5042549
56650.0, 0.4822886
56660.0, 0.5000284
56670.0, 0.5276997
56680.0, 0.4992933
56690.0, 0.4917095
56700.0, 0.5139364
56710.0, 0.5236398
56720.0, 0.5238761
56730.0, 0.5544577
56740.0, 0.5301899
56750.0, 0.5452428
56760.0, 0.5436891
56770.0, 0.554669
56780.0, 0.5429151
56790.0, 0.5605043
56800.0, 0.567991
56810.0, 0.5447622
56820.0, 0.5067961
56830.0, 0.5470698
56840.0, 0.5445933
56850.0, 0.512717
56860.0, 0.4942267
56870.0, 0.5081607
56880.0, 0.5047685
56890.0, 0.5073992
56900.0, 0.5110901
56910.0, 0.4996794
56920.0, 0.5052484
56930.0, 0.5162267
56940.0, 0.5158718
56950.0, 0.5260627
56960.0, 0.5677135
56970.0, 0.5652129
56980.0, 0.5818078
56990.0, 0.5746512
57000.0, 0.6055049
57010.0, 0.621967
57020.0, 0.5961722
57030.0, 0.601299
57040.0, 0.5802079
57050.0, 0.6063496
57060.0, 0.583626
57070.0, 0.5891139
57080.0, 0.5903731
57090.0, 0.593238
57100.0, 0.607792
57110.0, 0.5853934
57120.0, 0.6159676
57130.0, 0.6217194
57140.0, 0.6281
57150.0, 0.630235
57160.0, 0.618867
57170.0, 0.6249915
57180.0, 0.6129673
57190.0, 0.5930145
57200.0, 0.5860797
57210.0, 0.5588624
57220.0, 0.5509973
57230.0, 0.57827
57240.0, 0.6094133
57250.0, 0.6150354
57260.0, 0.6336244
57270.0, 0.6379133
57280.0, 0.6230376
57290.0, 0.6248798
57300.0, 0.6132377
57310.0, 0.6073092
57320.0, 0.6284246
57330.0, 0.6400089
57340.0, 0.6045237
57350.0, 0.6272823
57360.0, 0.6364132
57370.0, 0.638506
57380.0, 0.6229474
57390.0, 0.6178513
57400.0, 0.6201641
57410.0, 0.614123
57420.0, 0.6061022
57430.0, 0.6133554
57440.0, 0.6363443
57450.0, 0.6134474
57460.0, 0.5893074
57470.0, 0.5626263
57480.0, 0.5908246
57490.0, 0.5987978
57500.0, 0.614125
57510.0, 0.6112196
57520.0, 0.6081473
57530.0, 0.6162832
57540.0, 0.618314
57550.0, 0.6262269
57560.0, 0.6485077
57570.0, 0.6138829
57580.0, 0.5981191
57590.0, 0.6098276
57600.0, 0.6405883
57610.0, 0.6314742
57620.0, 0.6387312
57630.0, 0.6358309
57640.0, 0.6476328
57650.0, 0.6330829
57660.0, 0.6785884
57670.0, 0.6251811
57680.0, 0.6215582
57690.0, 0.6345481
57700.0, 0.6066877
57710.0, 0.5763809
57720.0, 0.5906058
57730.0, 0.5804389
57740.0, 0.5891595
57750.0, 0.5880362
57760.0, 0.5301788
57770.0, 0.555548
57780.0, 0.5777785
57790.0, 0.5444598
57800.0, 0.543991
57810.0, 0.5397416
57820.0, 0.5392591
57830.0, 0.5223645
57840.0, 0.5055355
57850.0, 0.4966532
57860.0, 0.4921274
57870.0, 0.5161277
57880.0, 0.5117231
57890.0, 0.5411649
57900.0, 0.5515623
57910.0, 0.5580134
57920.0, 0.5427835
57930.0, 0.5426076
57940.0, 0.5301636
57950.0, 0.5149542
57960.0, 0.5409589
57970.0, 0.5226731
57980.0, 0.5531789
57990.0, 0.5525047
58000.0, 0.6127616
58010.0, 0.6215027
58020.0, 0.6315895
58030.0, 0.5712173
58040.0, 0.5670329
58050.0, 0.5711475
58060.0, 0.5830899
58070.0, 0.6122154
58080.0, 0.601963
58090.0, 0.6210884
58100.0, 0.606981
58110.0, 0.6229497
58120.0, 0.6338544
58130.0, 0.6075751
58140.0, 0.6312839
58150.0, 0.6455815
58160.0, 0.6698568
58170.0, 0.6416444
58180.0, 0.6421278
58190.0, 0.6262338
58200.0, 0.6168219
58210.0, 0.584166
58220.0, 0.5265117
58230.0, 0.5215012
58240.0, 0.528402
58250.0, 0.5631953
58260.0, 0.5534002
58270.0, 0.5757895
58280.0, 0.5682531
58290.0, 0.5731178
58300.0, 0.5986258
58310.0, 0.5886684
58320.0, 0.5861197
58330.0, 0.5670874
58340.0, 0.5780026
58350.0, 0.5900546
58360.0, 0.6126457
58370.0, 0.5972455
58380.0, 0.5627173
58390.0, 0.58099
58400.0, 0.5996738
58410.0, 0.6011048
58420.0, 0.6030096
58430.0, 0.6359038
58440.0, 0.6183476
58450.0, 0.5944248
58460.0, 0.5765276
58470.0, 0.56135
58480.0, 0.5580013
58490.0, 0.5893874
58500.0, 0.5911816
58510.0, 0.5870219
58520.0, 0.5741698
58530.0, 0.5399505
58540.0, 0.551484
58550.0, 0.544563
58560.0, 0.5719675
58570.0, 0.5445634
58580.0, 0.5354688
58590.0, 0.5143057
58600.0, 0.5082926
58610.0, 0.5403507
58620.0, 0.5180314
58630.0, 0.5165841
58640.0, 0.4907899
58650.0, 0.5053727
58660.0, 0.5061877
58670.0, 0.5300497
58680.0, 0.500931
58690.0, 0.4704862
58700.0, 0.4788078
58710.0, 0.4880804
58720.0, 0.4876551
58730.0, 0.5018389
58740.0, 0.4904528
58750.0, 0.4952047
58760.0, 0.4689367
58770.0, 0.4808573
58780.0, 0.4779176
58790.0, 0.4757212
58800.0, 0.507986
58810.0, 0.4976871
58820.0, 0.540268
58830.0, 0.5122126
58840.0, 0.5632163
58850.0, 0.539673
58860.0, 0.5639278
58870.0, 0.604189
58880.0, 0.6277086
58890.0, 0.6100007
58900.0, 0.6208352
58910.0, 0.5920398
58920.0, 0.5924428
58930.0, 0.5783256
58940.0, 0.5733528
58950.0, 0.5658758
58960.0, 0.5695315
58970.0, 0.5784159
58980.0, 0.5379346
58990.0, 0.5367417
59000.0, 0.539464
59010.0, 0.5627206
59020.0, 0.5402645
59030.0, 0.5282024
59040.0, 0.5601876
59050.0, 0.5615984
59060.0, 0.5344519
59070.0, 0.5322479
59080.0, 0.532445
59090.0, 0.5056654
59100.0, 0.5285729
59110.0, 0.5409102
59120.0, 0.5329737
59130.0, 0.5589321
59140.0, 0.5562829
59150.0, 0.553899
59160.0, 0.5237586
59170.0, 0.5248649
59180.0, 0.5345832
59190.0, 0.499743
59200.0, 0.492142
59210.0, 0.4995723
59220.0, 0.4929301
59230.0, 0.4958442
59240.0, 0.5038239
59250.0, 0.5113146
59260.0, 0.52913
59270.0, 0.5404886
59280.0, 0.5419884
59290.0, 0.5528914
59300.0, 0.5559573
59310.0, 0.5477522
59320.0, 0.5483209
59330.0, 0.5464463
59340.0, 0.5565007
59350.0, 0.5223483
59360.0, 0.4874223
59370.0, 0.488872
59380.0, 0.4778728
59390.0, 0.4967207
59400.0, 0.5354267
59410.0, 0.5114963
59420.0, 0.5087657
59430.0, 0.546414
59440.0, 0.5104993
59450.0, 0.5302961
59460.0, 0.5461084
59470.0, 0.5496116
59480.0, 0.5209711
59490.0, 0.5690135
59500.0, 0.5692542
59510.0, 0.5596232
59520.0, 0.5211169
59530.0, 0.5433855
59540.0, 0.5304311
59550.0, 0.5426598
59560.0, 0.5216798
59570.0, 0.5376015
59580.0, 0.524359
59590.0, 0.4694151
59600.0, 0.5025777
59610.0, 0.5009554
59620.0, 0.4899115
59630.0, 0.5110293
59640.0, 0.5079219
59650.0, 0.511454
59660.0, 0.5117914
59670.0, 0.4843708
59680.0, 0.4577906
59690.0, 0.4718022
59700.0, 0.4583021
59710.0, 0.4766078
59720.0, 0.4919074
59730.0, 0.5223625
59740.0, 0.4800889
59750.0, 0.4811344
59760.0, 0.4583957
59770.0, 0.4724277
59780.0, 0.5046351
59790.0, 0.5221981
59800.0, 0.5512007
59810.0, 0.5477406
59820.0, 0.5641162
59830.0, 0.5824791
59840.0, 0.556349
59850.0, 0.5933694
59860.0, 0.5951501
59870.0, 0.5714871
59880.0, 0.5852075
59890.0, 0.5622264
59900.0, 0.5997713
59910.0, 0.5873404
59920.0, 0.5764788
59930.0, 0.5585416
59940.0, 0.5695599
59950.0, 0.5746863
59960.0, 0.5897928
59970.0, 0.5758918
59980.0, 0.5712399
59990.0, 0.5472715
60000.0, 0.5278086
60010.0, 0.526996
60020.0, 0.5334235
60030.0, 0.4977235
60040.0, 0.4870752
60050.0, 0.4820318
60060.0, 0.4817995
60070.0, 0.4925718
60080.0, 0.4852097
60090.0, 0.5008848
60100.0, 0.465584
60110.0, 0.4948192
60120.0, 0.4516444
60130.0, 0.435067
60140.0, 0.4447975
60150.0, 0.4778306
60160.0, 0.4833043
60170.0, 0.4830118
60180.0, 0.4814489
60190.0, 0.487621
60200.0, 0.464655
60210.0, 0.4230132
60220.0, 0.4444
60230.0, 0.4783085
60240.0, 0.4621015
60250.0, 0.4682021
60260.0, 0.4722208
60270.0, 0.4958094
60280.0, 0.5286801
60290.0, 0.517443
60300.0, 0.5282436
60310.0, 0.5228947
60320.0, 0.5117729
60330.0, 0.4854871
60340.0, 0.5002826
60350.0, 0.4850918
60360.0, 0.4983465
60370.0, 0.509406
60380.0, 0.5122532
60390.0, 0.5325741
60400.0, 0.5341414
60410.0, 0.5041891
60420.0, 0.4967416
60430.0, 0.5078481
60440.0, 0.5101993
60450.0, 0.5320339
60460.0, 0.5380692
60470.0, 0.5315087
60480.0, 0.5499892
60490.0, 0.5384746
60500.0, 0.49898
60510.0, 0.4928325
60520.0, 0.4895961
60530.0, 0.4810968
60540.0, 0.4652681
60550.0, 0.4619715
60560.0, 0.4817936
60570.0, 0.4887262
60580.0, 0.4889469
60590.0, 0.487292
60600.0, 0.5251667
60610.0, 0.5403131
60620.0, 0.549049
60630.0, 0.5425423
60640.0, 0.5166245
60650.0, 0.4716379
60660.0, 0.4342599
60670.0, 0.44661
60680.0, 0.4531917
60690.0, 0.46301
60700.0, 0.4808211
60710.0, 0.5199055
60720.0, 0.4997075
60730.0, 0.5216271
60740.0, 0.521743
60750.0, 0.5079691
60760.0, 0.5202626
60770.0, 0.5233517
60780.0, 0.4765708
60790.0, 0.4975828
60800.0, 0.4855891
60810.0, 0.5067204
60820.0, 0.5137235
60830.0, 0.529708
60840.0, 0.5013801
60850.0, 0.5059215
60860.0, 0.5243483
60870.0, 0.512336
60880.0, 0.483736
60890.0, 0.4789039
60900.0, 0.4812107
60910.0, 0.4826037
60920.0, 0.4704073
60930.0, 0.4685874
60940.0, 0.4903638
60950.0, 0.5083557
60960.0, 0.493331
60970.0, 0.4896086
60980.0, 0.4744458
60990.0, 0.4651159
61000.0, 0.4971638
61010.0, 0.5160365
61020.0, 0.5490283
61030.0, 0.5334913
61040.0, 0.530688
61050.0, 0.5729994
61060.0, 0.5138481
61070.0, 0.5383219
61080.0, 0.5708959
61090.0, 0.5103354
61100.0, 0.5115786
61110.0, 0.510868
61120.0, 0.499309
61130.0, 0.4901725
61140.0, 0.4669866
61150.0, 0.501203
61160.0, 0.482819
61170.0, 0.4816312
61180.0, 0.5060586
61190.0, 0.5160517
61200.0, 0.5288476
61210.0, 0.5570222
61220.0, 0.585203
61230.0, 0.5937654
61240.0, 0.5771008
61250.0, 0.5772098
61260.0, 0.5601619
61270.0, 0.5482941
61280.0, 0.5550379
61290.0, 0.5286937
61300.0, 0.5519058
61310.0, 0.5281359
61320.0, 0.5379772
61330.0, 0.5147571
61340.0, 0.5548993
61350.0, 0.5864743
61360.0, 0.5780918
61370.0, 0.5791664
61380.0, 0.585278
61390.0, 0.6155481
61400.0, 0.5942384
