Time (ps),RMSD (nm)
23390.0, 0.442845
23400.0, 0.4424395
23410.0, 0.4168894
23420.0, 0.4177136
23430.0, 0.4279514
23440.0, 0.429718
23450.0, 0.416034
23460.0, 0.4318766
23470.0, 0.4922123
23480.0, 0.5095246
23490.0, 0.4771992
23500.0, 0.4817792
23510.0, 0.467104
23520.0, 0.4700752
23530.0, 0.4642689
23540.0, 0.4396086
23550.0, 0.4228292
23560.0, 0.451829
23570.0, 0.4660442
23580.0, 0.4746881
23590.0, 0.4890926
23600.0, 0.4837404
23610.0, 0.4566174
23620.0, 0.4333772
23630.0, 0.4852806
23640.0, 0.4676273
23650.0, 0.4214658
23660.0, 0.436619
23670.0, 0.452904
23680.0, 0.4494718
23690.0, 0.4296898
23700.0, 0.4025717
23710.0, 0.3920273
23720.0, 0.4274356
23730.0, 0.4140791
23740.0, 0.4205624
23750.0, 0.4149913
23760.0, 0.4237182
23770.0, 0.4339882
23780.0, 0.412807
23790.0, 0.4495634
23800.0, 0.4489676
23810.0, 0.4189417
23820.0, 0.4505375
23830.0, 0.4373706
23840.0, 0.3925096
23850.0, 0.4013364
23860.0, 0.4172764
23870.0, 0.4173312
23880.0, 0.4008538
23890.0, 0.4389076
23900.0, 0.4201728
23910.0, 0.3773938
23920.0, 0.3921048
23930.0, 0.3953353
23940.0, 0.4042289
23950.0, 0.3877083
23960.0, 0.4022458
23970.0, 0.394139
23980.0, 0.3768805
23990.0, 0.3948681
24000.0, 0.4010903
24010.0, 0.3991468
24020.0, 0.3804047
24030.0, 0.3964518
24040.0, 0.396147
24050.0, 0.3883997
24060.0, 0.384867
24070.0, 0.3655767
24080.0, 0.3353878
24090.0, 0.3469436
24100.0, 0.3727978
24110.0, 0.3605061
24120.0, 0.3867339
24130.0, 0.3910347
24140.0, 0.3963592
24150.0, 0.4092086
24160.0, 0.3601219
24170.0, 0.3723789
24180.0, 0.3644177
24190.0, 0.4005037
24200.0, 0.4219831
24210.0, 0.4349955
24220.0, 0.4195167
24230.0, 0.4053862
24240.0, 0.4649564
24250.0, 0.4664255
24260.0, 0.4750164
24270.0, 0.4900225
24280.0, 0.4503316
24290.0, 0.4553347
24300.0, 0.4431225
24310.0, 0.398355
24320.0, 0.3918367
24330.0, 0.3676902
24340.0, 0.3652924
24350.0, 0.3864922
24360.0, 0.3978139
24370.0, 0.3831282
24380.0, 0.4193527
24390.0, 0.4309067
24400.0, 0.418292
24410.0, 0.3799077
24420.0, 0.359041
24430.0, 0.3577912
24440.0, 0.3512052
24450.0, 0.3742442
24460.0, 0.3917979
24470.0, 0.3901681
24480.0, 0.383675
24490.0, 0.418209
24500.0, 0.4608962
24510.0, 0.4218954
24520.0, 0.4374802
24530.0, 0.3984107
24540.0, 0.3783497
24550.0, 0.4146459
24560.0, 0.4136522
24570.0, 0.4061009
24580.0, 0.3708389
24590.0, 0.3731124
24600.0, 0.364457
24610.0, 0.373841
24620.0, 0.3946143
24630.0, 0.4069279
24640.0, 0.4067331
24650.0, 0.4193958
24660.0, 0.4348103
24670.0, 0.4152916
24680.0, 0.3936917
24690.0, 0.4169415
24700.0, 0.3973316
24710.0, 0.3977979
24720.0, 0.399996
24730.0, 0.403769
24740.0, 0.4154266
24750.0, 0.3929988
24760.0, 0.3960241
24770.0, 0.4070507
24780.0, 0.4001732
24790.0, 0.4044358
24800.0, 0.391006
24810.0, 0.407035
24820.0, 0.4183575
24830.0, 0.4143284
24840.0, 0.4117001
24850.0, 0.4075956
24860.0, 0.3952921
24870.0, 0.3895672
24880.0, 0.3831069
24890.0, 0.3968903
24900.0, 0.3994576
24910.0, 0.3861199
24920.0, 0.4000709
24930.0, 0.4034156
24940.0, 0.3759832
24950.0, 0.3918712
24960.0, 0.409314
24970.0, 0.4068854
24980.0, 0.4282261
24990.0, 0.4468664
25000.0, 0.4308175
25010.0, 0.4319002
25020.0, 0.4513657
25030.0, 0.4597326
25040.0, 0.4678595
25050.0, 0.4539801
25060.0, 0.4320913
25070.0, 0.4269645
25080.0, 0.4013239
25090.0, 0.4251596
25100.0, 0.4089357
25110.0, 0.4333098
25120.0, 0.4331317
25130.0, 0.4450257
25140.0, 0.4390462
25150.0, 0.4320865
25160.0, 0.4342435
25170.0, 0.4257648
25180.0, 0.4389067
25190.0, 0.4263853
25200.0, 0.4297618
25210.0, 0.4242876
25220.0, 0.4263584
25230.0, 0.4227687
25240.0, 0.4423729
25250.0, 0.445677
25260.0, 0.4352188
25270.0, 0.4802003
25280.0, 0.4628617
25290.0, 0.4517497
25300.0, 0.4240886
25310.0, 0.4679713
25320.0, 0.4727867
25330.0, 0.4713218
25340.0, 0.5055294
25350.0, 0.4972228
25360.0, 0.4930806
25370.0, 0.4920375
25380.0, 0.4449326
25390.0, 0.4675202
25400.0, 0.5078192
25410.0, 0.5009983
25420.0, 0.4891391
25430.0, 0.4841176
25440.0, 0.5205946
25450.0, 0.4774922
25460.0, 0.5356371
25470.0, 0.4978594
25480.0, 0.5159863
25490.0, 0.481041
25500.0, 0.4847164
25510.0, 0.4588327
25520.0, 0.4354663
25530.0, 0.4368919
25540.0, 0.4235873
25550.0, 0.4271179
25560.0, 0.4261808
25570.0, 0.4122524
25580.0, 0.400543
25590.0, 0.4144404
25600.0, 0.4455318
25610.0, 0.4762495
25620.0, 0.5133529
25630.0, 0.5275387
25640.0, 0.5003974
25650.0, 0.4979295
25660.0, 0.4670452
25670.0, 0.4723362
25680.0, 0.4425123
25690.0, 0.4646304
25700.0, 0.437994
25710.0, 0.4264255
25720.0, 0.4476855
25730.0, 0.446639
25740.0, 0.4935336
25750.0, 0.4899798
25760.0, 0.5129121
25770.0, 0.5079366
25780.0, 0.5064756
25790.0, 0.5118395
25800.0, 0.5638015
25810.0, 0.566877
25820.0, 0.5443245
25830.0, 0.5269862
25840.0, 0.5140598
25850.0, 0.5170381
25860.0, 0.4881499
25870.0, 0.4803356
25880.0, 0.4786242
25890.0, 0.4714282
25900.0, 0.4453201
25910.0, 0.491838
25920.0, 0.505767
25930.0, 0.4990299
25940.0, 0.4720234
25950.0, 0.472158
25960.0, 0.499698
25970.0, 0.5159163
25980.0, 0.5196618
25990.0, 0.5246137
26000.0, 0.5587972
26010.0, 0.5564852
26020.0, 0.5039882
26030.0, 0.4935204
26040.0, 0.5166674
26050.0, 0.5270233
26060.0, 0.4978087
26070.0, 0.5055577
26080.0, 0.5266185
26090.0, 0.5212846
26100.0, 0.5495242
26110.0, 0.5390095
26120.0, 0.5251497
26130.0, 0.4738216
26140.0, 0.464643
26150.0, 0.4390761
26160.0, 0.4812679
26170.0, 0.48991
26180.0, 0.5309435
26190.0, 0.5329893
26200.0, 0.5372424
26210.0, 0.5299743
26220.0, 0.5825345
26230.0, 0.5674796
26240.0, 0.5845385
26250.0, 0.5489537
26260.0, 0.5530951
26270.0, 0.5710379
26280.0, 0.5388014
26290.0, 0.5019581
26300.0, 0.49403
26310.0, 0.4558769
26320.0, 0.404402
26330.0, 0.4743105
26340.0, 0.4498941
26350.0, 0.4243852
26360.0, 0.4153875
26370.0, 0.4200542
26380.0, 0.402061
26390.0, 0.4023127
26400.0, 0.4117262
26410.0, 0.4030162
26420.0, 0.3863412
26430.0, 0.400916
26440.0, 0.4425411
26450.0, 0.4159685
26460.0, 0.4381554
26470.0, 0.4338506
26480.0, 0.4240349
26490.0, 0.4333962
26500.0, 0.4031788
26510.0, 0.4128664
26520.0, 0.3965355
26530.0, 0.406833
26540.0, 0.4124439
26550.0, 0.3995818
26560.0, 0.4048527
26570.0, 0.4175048
26580.0, 0.421292
26590.0, 0.426324
26600.0, 0.4299526
26610.0, 0.4494676
26620.0, 0.4359929
26630.0, 0.4177203
26640.0, 0.4151252
26650.0, 0.3821487
26660.0, 0.3718868
26670.0, 0.3814261
26680.0, 0.3796101
26690.0, 0.3943124
26700.0, 0.3702849
26710.0, 0.364056
26720.0, 0.363151
26730.0, 0.3808048
26740.0, 0.417746
26750.0, 0.4090905
26760.0, 0.4146017
26770.0, 0.4500113
26780.0, 0.4360095
26790.0, 0.4336366
26800.0, 0.4501719
26810.0, 0.452349
26820.0, 0.4142245
26830.0, 0.4641586
26840.0, 0.4517635
26850.0, 0.4290147
26860.0, 0.4241744
26870.0, 0.4353381
26880.0, 0.4359404
26890.0, 0.4271195
26900.0, 0.450859
26910.0, 0.3920846
26920.0, 0.4053311
26930.0, 0.4225134
26940.0, 0.4001888
26950.0, 0.3818803
26960.0, 0.392226
26970.0, 0.4084145
26980.0, 0.412686
26990.0, 0.4142985
27000.0, 0.4315031
27010.0, 0.4666741
27020.0, 0.4722318
27030.0, 0.4350629
27040.0, 0.4277689
27050.0, 0.4089231
27060.0, 0.4243793
27070.0, 0.4193199
27080.0, 0.4279072
27090.0, 0.4228915
27100.0, 0.4265667
27110.0, 0.4526978
27120.0, 0.4527792
27130.0, 0.4008524
27140.0, 0.3987082
27150.0, 0.4201463
27160.0, 0.4002133
27170.0, 0.451188
27180.0, 0.4561993
27190.0, 0.4666248
27200.0, 0.4623554
27210.0, 0.4701731
27220.0, 0.4342021
27230.0, 0.4490979
27240.0, 0.4569184
27250.0, 0.4604215
27260.0, 0.4697983
27270.0, 0.4459234
27280.0, 0.4526541
27290.0, 0.469038
27300.0, 0.4545523
27310.0, 0.4527541
27320.0, 0.4385948
27330.0, 0.452989
27340.0, 0.4393255
27350.0, 0.4333363
27360.0, 0.4694629
27370.0, 0.4769286
27380.0, 0.4752063
27390.0, 0.4836118
27400.0, 0.4822973
27410.0, 0.5063808
27420.0, 0.4794717
27430.0, 0.4643793
27440.0, 0.453506
27450.0, 0.4060881
27460.0, 0.403384
27470.0, 0.3814086
27480.0, 0.4035358
27490.0, 0.4327419
27500.0, 0.4058847
27510.0, 0.438164
27520.0, 0.455165
27530.0, 0.4064293
27540.0, 0.4332102
27550.0, 0.414895
27560.0, 0.4148972
27570.0, 0.3966056
27580.0, 0.3982373
27590.0, 0.4175266
27600.0, 0.4079847
27610.0, 0.4174862
27620.0, 0.4285336
27630.0, 0.4531097
27640.0, 0.4392914
27650.0, 0.4210529
27660.0, 0.4040533
27670.0, 0.3903656
27680.0, 0.3671362
27690.0, 0.3759951
27700.0, 0.3477135
27710.0, 0.3460555
27720.0, 0.3307967
27730.0, 0.3199008
27740.0, 0.3360895
27750.0, 0.3361576
27760.0, 0.3628718
27770.0, 0.3836306
27780.0, 0.3915627
27790.0, 0.4055231
27800.0, 0.4022555
27810.0, 0.4004734
27820.0, 0.3803387
27830.0, 0.3964287
27840.0, 0.395548
27850.0, 0.4221593
27860.0, 0.4246527
27870.0, 0.4089515
27880.0, 0.4025416
27890.0, 0.4429091
27900.0, 0.4560299
27910.0, 0.4651755
27920.0, 0.4459658
27930.0, 0.4577488
27940.0, 0.4637636
27950.0, 0.4487842
27960.0, 0.4555815
27970.0, 0.4271184
27980.0, 0.4102794
27990.0, 0.4185057
28000.0, 0.4555455
28010.0, 0.4642972
28020.0, 0.4492366
28030.0, 0.4019832
28040.0, 0.3983119
28050.0, 0.3735723
28060.0, 0.3775772
28070.0, 0.3717434
28080.0, 0.3799704
28090.0, 0.3499747
28100.0, 0.3944046
28110.0, 0.3852206
28120.0, 0.3874625
28130.0, 0.3888499
28140.0, 0.4208133
28150.0, 0.4206886
28160.0, 0.4314164
28170.0, 0.4361356
28180.0, 0.4329514
28190.0, 0.4248776
28200.0, 0.4505098
28210.0, 0.4335697
28220.0, 0.3947494
28230.0, 0.4037374
28240.0, 0.4405532
28250.0, 0.454877
28260.0, 0.4481948
28270.0, 0.4696579
28280.0, 0.4645503
28290.0, 0.4442904
28300.0, 0.4665873
28310.0, 0.4816917
28320.0, 0.4870215
28330.0, 0.4749634
28340.0, 0.449525
28350.0, 0.420941
28360.0, 0.4359429
28370.0, 0.4517765
28380.0, 0.4639184
28390.0, 0.4257156
28400.0, 0.4431872
28410.0, 0.4480698
28420.0, 0.4518838
28430.0, 0.4373862
28440.0, 0.4469939
28450.0, 0.4156743
28460.0, 0.3931888
28470.0, 0.3982137
28480.0, 0.3815517
28490.0, 0.3608058
28500.0, 0.3732268
28510.0, 0.3907816
28520.0, 0.3863915
28530.0, 0.3774906
28540.0, 0.3768397
28550.0, 0.3770569
28560.0, 0.3714059
28570.0, 0.3902372
28580.0, 0.3953485
28590.0, 0.4109012
28600.0, 0.4044963
28610.0, 0.4176541
28620.0, 0.4010274
28630.0, 0.4212246
28640.0, 0.4140629
28650.0, 0.389163
28660.0, 0.3959359
28670.0, 0.3910947
28680.0, 0.3814093
28690.0, 0.3695081
28700.0, 0.4013001
28710.0, 0.413985
28720.0, 0.4292071
28730.0, 0.3741015
28740.0, 0.3880285
28750.0, 0.3899973
28760.0, 0.4040914
28770.0, 0.4446054
28780.0, 0.4583521
28790.0, 0.4589427
28800.0, 0.4273538
28810.0, 0.4678065
28820.0, 0.4579087
28830.0, 0.4575402
28840.0, 0.4393037
28850.0, 0.4711813
28860.0, 0.4847361
28870.0, 0.4723103
28880.0, 0.4724657
28890.0, 0.475247
28900.0, 0.4438458
28910.0, 0.4512252
28920.0, 0.4744736
28930.0, 0.4688464
28940.0, 0.4253328
28950.0, 0.4312071
28960.0, 0.4544666
28970.0, 0.4449278
28980.0, 0.4500618
28990.0, 0.4684238
29000.0, 0.4555708
29010.0, 0.4396578
29020.0, 0.4454087
29030.0, 0.419869
29040.0, 0.4389283
29050.0, 0.4530326
29060.0, 0.4136149
29070.0, 0.3919522
29080.0, 0.3852095
29090.0, 0.3916827
29100.0, 0.4190098
29110.0, 0.3958113
29120.0, 0.4291189
29130.0, 0.3707186
29140.0, 0.3836256
29150.0, 0.3498316
29160.0, 0.3246315
29170.0, 0.3496019
29180.0, 0.3534166
29190.0, 0.371423
29200.0, 0.3843667
29210.0, 0.386765
29220.0, 0.399655
29230.0, 0.3770853
29240.0, 0.3264953
29250.0, 0.3365926
29260.0, 0.3567168
29270.0, 0.3569625
29280.0, 0.3794451
29290.0, 0.3851181
29300.0, 0.4050585
29310.0, 0.389144
29320.0, 0.3941916
29330.0, 0.388507
29340.0, 0.3769703
29350.0, 0.3755839
29360.0, 0.3770607
29370.0, 0.3898363
29380.0, 0.3814062
29390.0, 0.3972443
29400.0, 0.3837738
29410.0, 0.3798725
29420.0, 0.4127516
29430.0, 0.4245138
29440.0, 0.4287963
29450.0, 0.3829819
29460.0, 0.3763922
29470.0, 0.3997393
29480.0, 0.3968475
29490.0, 0.3728527
29500.0, 0.4035863
29510.0, 0.3946596
29520.0, 0.400233
29530.0, 0.3807886
29540.0, 0.3795186
29550.0, 0.3891352
29560.0, 0.3941034
29570.0, 0.4052161
29580.0, 0.3923242
29590.0, 0.3736514
29600.0, 0.3920705
29610.0, 0.3950972
29620.0, 0.4056914
29630.0, 0.3919084
29640.0, 0.3425007
29650.0, 0.3643911
29660.0, 0.3659655
29670.0, 0.3814529
29680.0, 0.3891518
29690.0, 0.3583809
29700.0, 0.3862976
29710.0, 0.3746774
29720.0, 0.389171
29730.0, 0.3650824
29740.0, 0.3664654
29750.0, 0.3611799
29760.0, 0.3867498
29770.0, 0.3807455
29780.0, 0.393384
29790.0, 0.4205881
29800.0, 0.4230073
29810.0, 0.422697
29820.0, 0.424162
29830.0, 0.4286945
29840.0, 0.4273097
29850.0, 0.4214954
29860.0, 0.4527042
29870.0, 0.4514548
29880.0, 0.4609307
29890.0, 0.4415038
29900.0, 0.4740056
29910.0, 0.4589484
29920.0, 0.4322103
29930.0, 0.4514911
29940.0, 0.4583013
29950.0, 0.5060935
29960.0, 0.5161941
29970.0, 0.5180044
29980.0, 0.5264732
29990.0, 0.5107623
30000.0, 0.477572
30010.0, 0.467272
30020.0, 0.4626299
30030.0, 0.4628653
30040.0, 0.4733463
30050.0, 0.498011
30060.0, 0.5310941
30070.0, 0.5067369
30080.0, 0.5160015
30090.0, 0.5014405
30100.0, 0.5116245
30110.0, 0.5552588
30120.0, 0.553339
30130.0, 0.5358426
30140.0, 0.5238371
30150.0, 0.5389174
30160.0, 0.5476337
30170.0, 0.523924
30180.0, 0.5000703
30190.0, 0.515945
30200.0, 0.4935922
30210.0, 0.4838896
30220.0, 0.4912074
30230.0, 0.4954316
30240.0, 0.5140797
30250.0, 0.5195757
30260.0, 0.5144184
30270.0, 0.4896046
30280.0, 0.4888028
30290.0, 0.5261412
30300.0, 0.5208765
30310.0, 0.5189102
30320.0, 0.5019394
30330.0, 0.5159165
30340.0, 0.5028402
30350.0, 0.4873859
30360.0, 0.4870404
30370.0, 0.5118422
30380.0, 0.4604852
30390.0, 0.4754651
30400.0, 0.4753329
30410.0, 0.4507201
30420.0, 0.4657885
30430.0, 0.4540538
30440.0, 0.443178
30450.0, 0.4227339
30460.0, 0.4258448
30470.0, 0.4660238
30480.0, 0.4905441
30490.0, 0.4694615
30500.0, 0.4856128
30510.0, 0.5049081
30520.0, 0.5158651
30530.0, 0.5030137
30540.0, 0.5393263
30550.0, 0.4954935
30560.0, 0.5080451
30570.0, 0.4615479
30580.0, 0.4824919
30590.0, 0.4870491
30600.0, 0.4975865
30610.0, 0.5030186
30620.0, 0.5066691
30630.0, 0.5364711
30640.0, 0.5284433
30650.0, 0.5046812
30660.0, 0.4898784
30670.0, 0.5153549
30680.0, 0.4881367
30690.0, 0.5156106
30700.0, 0.4942358
30710.0, 0.5132266
30720.0, 0.4835337
30730.0, 0.495618
30740.0, 0.5269343
30750.0, 0.5020235
30760.0, 0.4963167
30770.0, 0.4876666
30780.0, 0.4784419
30790.0, 0.4883588
30800.0, 0.4842332
30810.0, 0.5006137
30820.0, 0.4554279
30830.0, 0.4469477
30840.0, 0.4567959
30850.0, 0.4890604
30860.0, 0.5131305
30870.0, 0.5093418
30880.0, 0.498729
30890.0, 0.5159816
30900.0, 0.459107
30910.0, 0.4516723
30920.0, 0.4487262
30930.0, 0.4597891
30940.0, 0.4318512
30950.0, 0.4294385
30960.0, 0.4334176
30970.0, 0.4281428
30980.0, 0.4634032
30990.0, 0.4618861
31000.0, 0.4665835
31010.0, 0.4430163
31020.0, 0.4747778
31030.0, 0.5010749
31040.0, 0.4722373
31050.0, 0.4925037
31060.0, 0.5140126
31070.0, 0.5034313
31080.0, 0.4884661
31090.0, 0.4764208
31100.0, 0.4783543
31110.0, 0.5114968
31120.0, 0.5097687
31130.0, 0.4863487
31140.0, 0.5251932
31150.0, 0.5139095
31160.0, 0.4648013
31170.0, 0.4602247
31180.0, 0.472328
31190.0, 0.4744892
31200.0, 0.4929045
31210.0, 0.4843708
31220.0, 0.440295
31230.0, 0.4530981
31240.0, 0.4666504
31250.0, 0.4710769
31260.0, 0.4885024
31270.0, 0.4861687
31280.0, 0.4615259
31290.0, 0.462659
31300.0, 0.4666266
31310.0, 0.4824102
31320.0, 0.4811132
31330.0, 0.5055544
31340.0, 0.5637251
31350.0, 0.5250301
31360.0, 0.5513772
31370.0, 0.5387599
31380.0, 0.528459
31390.0, 0.5032001
31400.0, 0.5279285
31410.0, 0.5202919
31420.0, 0.5071084
31430.0, 0.5263389
31440.0, 0.4727898
31450.0, 0.4482204
31460.0, 0.45558
31470.0, 0.4369646
31480.0, 0.4649737
31490.0, 0.4978102
31500.0, 0.441213
31510.0, 0.4635992
31520.0, 0.4521486
31530.0, 0.4393345
31540.0, 0.4933269
31550.0, 0.5114659
31560.0, 0.4930199
31570.0, 0.4791475
31580.0, 0.5058399
31590.0, 0.5267842
31600.0, 0.5548382
31610.0, 0.5532563
31620.0, 0.5126798
31630.0, 0.5159627
31640.0, 0.5143328
31650.0, 0.5049291
31660.0, 0.5001855
31670.0, 0.5146521
31680.0, 0.5353145
31690.0, 0.5397468
31700.0, 0.5141953
31710.0, 0.5537694
31720.0, 0.5309424
31730.0, 0.5108331
31740.0, 0.5358382
31750.0, 0.5580188
31760.0, 0.568267
31770.0, 0.576074
31780.0, 0.5710086
31790.0, 0.5937122
31800.0, 0.6116291
31810.0, 0.5594609
31820.0, 0.5348097
31830.0, 0.5041525
31840.0, 0.500551
31850.0, 0.4729508
31860.0, 0.4698172
31870.0, 0.4535602
31880.0, 0.4551795
31890.0, 0.4651077
31900.0, 0.4974216
31910.0, 0.4919112
31920.0, 0.46939
31930.0, 0.4612545
31940.0, 0.4668783
31950.0, 0.4742876
31960.0, 0.447244
31970.0, 0.4310773
31980.0, 0.4903409
31990.0, 0.4891864
32000.0, 0.5138195
32010.0, 0.4659749
32020.0, 0.4342564
32030.0, 0.4667807
32040.0, 0.4811995
32050.0, 0.4764123
32060.0, 0.4463219
32070.0, 0.4369005
32080.0, 0.4519588
32090.0, 0.4310849
32100.0, 0.4277024
32110.0, 0.4329253
32120.0, 0.4593088
32130.0, 0.4283929
32140.0, 0.4427648
32150.0, 0.4360633
32160.0, 0.4569952
32170.0, 0.4549487
32180.0, 0.4397478
32190.0, 0.4227756
32200.0, 0.4484214
32210.0, 0.4426264
32220.0, 0.4446895
32230.0, 0.4881975
32240.0, 0.4921074
32250.0, 0.5184649
32260.0, 0.4823513
32270.0, 0.4248258
32280.0, 0.4484049
32290.0, 0.4613772
32300.0, 0.479527
32310.0, 0.4930681
32320.0, 0.5281248
32330.0, 0.4924861
32340.0, 0.4705836
32350.0, 0.5033582
32360.0, 0.494049
32370.0, 0.5262485
32380.0, 0.5324289
32390.0, 0.4981531
32400.0, 0.5213517
32410.0, 0.4707298
32420.0, 0.4712223
32430.0, 0.4884799
32440.0, 0.4600333
32450.0, 0.4749267
32460.0, 0.4905476
32470.0, 0.4960036
32480.0, 0.4984822
32490.0, 0.460523
32500.0, 0.4833298
32510.0, 0.4904099
32520.0, 0.5166716
32530.0, 0.495878
32540.0, 0.5332304
32550.0, 0.5365219
32560.0, 0.5114936
32570.0, 0.4892853
32580.0, 0.4875295
32590.0, 0.4803621
32600.0, 0.4885591
32610.0, 0.4661286
32620.0, 0.463662
32630.0, 0.4463566
32640.0, 0.4242207
32650.0, 0.4470159
32660.0, 0.4348402
32670.0, 0.4356493
32680.0, 0.4407734
32690.0, 0.4327405
32700.0, 0.3934073
32710.0, 0.4394436
32720.0, 0.4463268
32730.0, 0.4324715
32740.0, 0.4279578
32750.0, 0.4554147
32760.0, 0.4365758
32770.0, 0.4382434
32780.0, 0.4446072
32790.0, 0.4544145
32800.0, 0.4865385
32810.0, 0.4610965
32820.0, 0.4238446
32830.0, 0.4381316
32840.0, 0.4739752
32850.0, 0.4730836
32860.0, 0.5020783
32870.0, 0.4912691
32880.0, 0.508524
32890.0, 0.4736771
32900.0, 0.4574327
32910.0, 0.4462186
32920.0, 0.4333434
32930.0, 0.4193043
32940.0, 0.4352686
32950.0, 0.4327954
32960.0, 0.4094454
32970.0, 0.4270374
32980.0, 0.4182761
32990.0, 0.4169872
33000.0, 0.4172854
33010.0, 0.4254265
33020.0, 0.4281768
33030.0, 0.4454396
33040.0, 0.4764073
33050.0, 0.4717665
33060.0, 0.4715585
33070.0, 0.4552772
33080.0, 0.4370118
33090.0, 0.4279492
33100.0, 0.4077298
33110.0, 0.4209402
33120.0, 0.4289392
33130.0, 0.448065
33140.0, 0.4634437
33150.0, 0.4525557
33160.0, 0.4511238
33170.0, 0.4231733
33180.0, 0.4133195
33190.0, 0.4200345
33200.0, 0.4031518
33210.0, 0.4345827
33220.0, 0.4256448
33230.0, 0.426065
33240.0, 0.4333465
33250.0, 0.4526041
33260.0, 0.4756636
33270.0, 0.4837939
33280.0, 0.4805584
33290.0, 0.4980216
33300.0, 0.5134304
33310.0, 0.5218089
33320.0, 0.4869203
33330.0, 0.4955397
33340.0, 0.4793669
33350.0, 0.482031
33360.0, 0.4857641
33370.0, 0.4837973
33380.0, 0.5027115
33390.0, 0.4955307
33400.0, 0.4840118
33410.0, 0.4691124
33420.0, 0.4332849
33430.0, 0.4589736
33440.0, 0.4681513
33450.0, 0.4566239
33460.0, 0.4372346
33470.0, 0.4780818
33480.0, 0.4967608
33490.0, 0.4990961
33500.0, 0.5083594
33510.0, 0.4840159
33520.0, 0.4913852
33530.0, 0.52134
33540.0, 0.5478576
33550.0, 0.5329377
33560.0, 0.5259284
33570.0, 0.5181891
33580.0, 0.5747169
33590.0, 0.5410307
33600.0, 0.5270928
33610.0, 0.5435986
33620.0, 0.5409859
33630.0, 0.5306134
33640.0, 0.5111249
33650.0, 0.507167
33660.0, 0.4949569
33670.0, 0.4789943
33680.0, 0.4801997
33690.0, 0.5111652
33700.0, 0.5134628
33710.0, 0.5062668
33720.0, 0.4984661
33730.0, 0.480646
33740.0, 0.5111109
33750.0, 0.5319775
33760.0, 0.5385491
33770.0, 0.5479543
33780.0, 0.572221
33790.0, 0.5894808
33800.0, 0.5610933
33810.0, 0.5544289
33820.0, 0.5684515
33830.0, 0.5979668
33840.0, 0.6002743
33850.0, 0.5547394
33860.0, 0.5362331
33870.0, 0.5453445
33880.0, 0.5457458
33890.0, 0.5800722
33900.0, 0.5595591
33910.0, 0.5610995
33920.0, 0.5544866
33930.0, 0.5465136
33940.0, 0.5169284
33950.0, 0.4674715
33960.0, 0.44971
33970.0, 0.4407383
33980.0, 0.4593184
33990.0, 0.4658532
34000.0, 0.4677089
34010.0, 0.4606881
34020.0, 0.4711471
34030.0, 0.4863946
34040.0, 0.4654495
34050.0, 0.4627309
34060.0, 0.480257
34070.0, 0.5078193
34080.0, 0.4977491
34090.0, 0.4996661
34100.0, 0.4852403
34110.0, 0.4864548
34120.0, 0.4932801
34130.0, 0.5340376
34140.0, 0.5253785
34150.0, 0.5356034
34160.0, 0.496926
34170.0, 0.5191936
34180.0, 0.5261061
34190.0, 0.5067002
34200.0, 0.5478114
34210.0, 0.5934639
34220.0, 0.5870659
34230.0, 0.5664544
34240.0, 0.579214
34250.0, 0.5612688
34260.0, 0.5690869
34270.0, 0.5733967
34280.0, 0.564647
34290.0, 0.6060479
34300.0, 0.5951439
34310.0, 0.5926099
34320.0, 0.5515394
34330.0, 0.5202276
34340.0, 0.5300177
34350.0, 0.5485057
34360.0, 0.5238823
34370.0, 0.4958202
34380.0, 0.5153499
34390.0, 0.5119908
34400.0, 0.5151377
34410.0, 0.5016948
34420.0, 0.4883483
34430.0, 0.4880192
34440.0, 0.4898987
34450.0, 0.4994122
34460.0, 0.5171623
34470.0, 0.5172802
34480.0, 0.5301352
34490.0, 0.53339
34500.0, 0.5242049
34510.0, 0.542925
34520.0, 0.5265533
34530.0, 0.5214353
34540.0, 0.5285107
34550.0, 0.5426951
34560.0, 0.5502511
34570.0, 0.5292821
34580.0, 0.5242723
34590.0, 0.535886
34600.0, 0.5294871
34610.0, 0.5403007
34620.0, 0.5544264
34630.0, 0.586917
34640.0, 0.5485083
34650.0, 0.5095809
34660.0, 0.5281649
34670.0, 0.5441458
34680.0, 0.5181856
34690.0, 0.5280053
34700.0, 0.5121334
34710.0, 0.5405527
34720.0, 0.5538083
34730.0, 0.5620996
34740.0, 0.5323455
34750.0, 0.5442194
34760.0, 0.5230764
34770.0, 0.5194839
34780.0, 0.4592116
34790.0, 0.4533094
34800.0, 0.4692483
34810.0, 0.4910229
34820.0, 0.489703
34830.0, 0.5282892
34840.0, 0.4997834
34850.0, 0.5092675
34860.0, 0.5739499
34870.0, 0.5176679
34880.0, 0.5052848
34890.0, 0.5236675
34900.0, 0.5145521
34910.0, 0.4994493
34920.0, 0.5102224
34930.0, 0.4887806
34940.0, 0.5037195
34950.0, 0.5121575
34960.0, 0.5199009
34970.0, 0.5321631
34980.0, 0.5773974
34990.0, 0.538148
35000.0, 0.5426853
35010.0, 0.5105906
35020.0, 0.4897363
35030.0, 0.5001565
35040.0, 0.5048179
35050.0, 0.519891
35060.0, 0.5131831
35070.0, 0.5192845
35080.0, 0.5083371
35090.0, 0.4824112
35100.0, 0.4738664
35110.0, 0.4850694
35120.0, 0.4632474
35130.0, 0.4776117
